ko_id,initial_num_seqs,num_groups,num_ungrouped,final_num_seqs,description,ec_numbers
K00505,1255,104.0,102.0,205,Di-copper centre-containing,[]
K07965,90,5.0,6.0,10,Heparanase 2 (inactive),[]
K03877,120,12.0,5.0,16,Uncharacterized protein,[]
K01634,660,55.0,67.0,121,Sphingosine-1-phosphate lyase,[]
K07969,119,12.0,1.0,12,"Beta-1,4-galactosyltransferase [EC:2.4.1.-]",['2.4.1.-']
K07419,105,12.0,7.0,18,Vitamin D 25-hydroxylase isoform X1,[]
K00037,12,1.0,12.0,12,NADP-dependent oxidoreductase domain-containing protein,[]
K01431,738,57.0,113.0,169,Acyltransferase,[]
K07438,114,11.0,2.0,12,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",[]
K01988,368,36.0,54.0,89,Lactosylceramide 4-alpha-galactosyltransferase-like,[]
K00933,590,51.0,79.0,129,creatine kinase [EC:2.7.3.2],['2.7.3.2']
K02372,3956,306.0,598.0,903,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ [EC:4.2.1.59],['4.2.1.59']
K01479,1056,81.0,90.0,170,Formimidoylglutamase [EC:3.5.3.8],['3.5.3.8']
K00223,153,14.0,6.0,19,AGL087Cp,[]
K11177,1375,117.0,157.0,273,Xanthine dehydrogenase,[]
K08748,57,7.0,0.0,7,Bile acyl-CoA synthetase,[]
K03078,326,30.0,23.0,52,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,[]
K12408,112,10.0,5.0,14,3 beta-hydroxysteroid dehydrogenase type 7 [EC:1.1.1.-],['1.1.1.-']
K00489,173,14.0,10.0,23,Cholesterol 7-alpha-monooxygenase [EC:1.14.14.23],['1.14.14.23']
K23270,227,19.0,3.0,21,Phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],['6.3.5.3']
K07431,138,13.0,16.0,28,"5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase",[]
K00251,111,9.0,3.0,11,3-oxo-5-beta-steroid 4-dehydrogenase isoform X1,[]
K01587,169,17.0,8.0,24,Multifunctional protein ADE2 isoform X1,[]
K10214,81,9.0,2.0,10,Acyl-coenzyme A oxidase,[]
K11178,1388,116.0,162.0,277,Molybdopterin dehydrogenase,[]
K11808,195,15.0,5.0,19,Phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21],['4.1.1.21']
K05549,385,32.0,29.0,60,"2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]",['1.14.12.13']
K01054,931,81.0,82.0,162,Lipase,[]
K00526,4000,286.0,525.0,810,Ribonucleoside-diphosphate reductase subunit beta [EC:1.17.4.1],['1.17.4.1']
K13483,1366,119.0,191.0,309,Aldehyde dehydrogenase iron-sulfur subunit,[]
K00559,340,30.0,45.0,74,Sterol 24-C-methyltransferase [EC:2.1.1.-],['2.1.1.-']
K07819,306,28.0,17.0,44,Hexosyltransferase [EC:2.4.1.-],['2.4.1.-']
K07433,12,1.0,12.0,12,"Cytochrome P450 11B2, mitochondrial [EC:1.14.15.5]",['1.14.15.5']
K00488,177,14.0,7.0,20,"Sterol 26-hydroxylase, mitochondrial",[]
K11992,124,12.0,6.0,17,Acyl-coenzyme A thioesterase 8,[]
K00513,82,2.0,0.0,2,Steroid 21-hydroxylase [EC:1.14.14.16],['1.14.14.16']
K16842,1013,92.0,139.0,230,Allantoinase PuuE,[]
K00720,774,59.0,79.0,137,Glycosyltransferase probably involved in cell wall biogenesis-like,[]
K07820,380,32.0,44.0,75,,[]
K01466,1062,93.0,91.0,183,allantoinase [EC:3.5.2.5],['3.5.2.5']
K05784,336,27.0,26.0,52,"Benzoate 1,2-dioxygenase electron transfer component",[]
K11440,45,4.0,0.0,4,Iron-containing alcohol dehydrogenase,[]
K05550,382,32.0,19.0,50,"Benzoate 1,2-dioxygenase beta subunit [EC:1.14.12.10]",['1.14.12.10']
K00499,70,6.0,3.0,8,"Choline monooxygenase, chloroplastic [EC:1.14.15.7]",['1.14.15.7']
K14082,37,3.0,0.0,3,"Methylcobalamin:coenzyme M methyltransferase, methylamine-specific",[]
K05783,312,29.0,34.0,62,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",[]
K16177,56,2.0,0.0,2,Monomethylamine methyltransferase corrinoid protein,[]
K17755,137,10.0,2.0,11,Choline oxidase,[]
K16176,90,5.0,0.0,5,[methylamine--corrinoid protein] Co-methyltransferase [EC:2.1.1.248],['2.1.1.248']
K16178,72,2.0,0.0,2,[dimethylamine--corrinoid protein] Co-methyltransferase [EC:2.1.1.249],['2.1.1.249']
K01591,4538,324.0,636.0,959,Orotidine 5'-phosphate decarboxylase [EC:4.1.1.23],['4.1.1.23']
K14084,153,17.0,15.0,31,Cobalamin-binding domain-containing protein,[]
K16179,206,21.0,14.0,34,Corrinoid protein of di/trimethylamine methyltransferase [EC:2.1.1.13],['2.1.1.13']
K00632,3832,285.0,513.0,797,Acetyl-CoA acetyltransferase,[]
K00498,110,7.0,3.0,9,"Cholesterol side-chain cleavage enzyme, mitochondrial [EC:1.14.15.6]",['1.14.15.6']
K00817,7290,545.0,1062.0,1606,Imidazole acetol-phosphate transaminase,[]
K12405,157,15.0,7.0,21,Uncharacterized protein,[]
K00497,92,9.0,14.0,22,"Cytochrome P450 11B, mitochondrial-like",[]
K00659,152,11.0,23.0,33,Acyl-coenzyme A amino acid N-acyltransferase 2,[]
K00070,161,16.0,16.0,31,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3-like isoform X1,[]
K00071,95,2.0,0.0,2,(spotted green pufferfish) hypothetical protein,[]
K12502,108,10.0,6.0,15,"Chloroplast inner envelope protein, putative",[]
K00512,159,16.0,14.0,29,"Steroid 17-alpha-hydroxylase/17,20 lyase",[]
K01555,1454,125.0,208.0,332,fumarylacetoacetase [EC:3.7.1.2],['3.7.1.2']
K08764,277,30.0,21.0,50,Non-specific lipid-transfer protein-like,[]
K07434,170,15.0,21.0,35,Aromatase,[]
K01800,1469,127.0,168.0,294,Maleylacetoacetate isomerase [EC:5.2.1.2],['5.2.1.2']
K18534,174,11.0,2.0,12,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase / 2-methyl-6-solanyl-1,4-benzoquinone methyltransferase [EC:2.1.1.295]",['2.1.1.295']
K00227,709,65.0,56.0,120,Lathosterol oxidase,[]
K05928,179,16.0,11.0,26,Tocopherol O-methyltransferase,[]
K09833,234,16.0,8.0,23,"Homogentisate phytyltransferase 1, chloroplastic isoform X1",[]
K15680,273,26.0,39.0,64,Hydroxysteroid 11-beta-dehydrogenase 1-like protein,[]
K09834,249,27.0,22.0,48,Tocopherol cyclase family protein,[]
K10525,141,14.0,16.0,29,"Allene oxide cyclase 1, chloroplastic [EC:5.3.99.6]",['5.3.99.6']
K01723,182,19.0,15.0,33,"Allene oxide synthase, chloroplastic-like",[]
K10526,154,15.0,6.0,20,4-coumarate--CoA ligase [EC:6.2.1.12],['6.2.1.12']
K17744,69,7.0,6.0,12,,[]
K00225,80,9.0,7.0,15,"L-galactono-1,4-lactone dehydrogenase 2, mitochondrial",[]
K10047,107,10.0,7.0,16,Inositol-1-monophosphatase [EC:3.1.3.25],['3.1.3.25']
K14190,161,15.0,18.0,32,GDP-L-galactose phosphorylase,[]
K10046,223,22.0,10.0,31,"GDP-D-mannose-3,5-epimerase",[]
K00454,384,36.0,71.0,106,"Lipoxygenase 4, chloroplastic [EC:1.13.11.12]",['1.13.11.12']
K05894,333,35.0,35.0,69,NADH:flavin oxidoreductase/NADH oxidase N-terminal domain-containing protein,[]
K01046,1923,148.0,223.0,370,Lipase,[]
K00281,2793,218.0,355.0,572,Glycine dehydrogenase (decarboxylating) [EC:1.4.4.2],['1.4.4.2']
K17103,3098,233.0,322.0,554,CDP-diacylglycerol--serine O-phosphatidyltransferase [EC:2.7.8.8],['2.7.8.8']
K00135,6553,487.0,890.0,1376,NAD-dependent succinate-semialdehyde dehydrogenase,[]
K17497,523,44.0,60.0,103,Phosphomannomutase [EC:5.4.2.8],['5.4.2.8']
K02821,812,64.0,71.0,134,PTS sugar transporter subunit IIA,[]
K01823,2843,222.0,420.0,641,isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2],['5.3.3.2']
K01640,3226,244.0,400.0,643,hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],['4.1.3.4']
K00529,2119,174.0,325.0,498,Ferredoxin,[]
K11176,231,25.0,22.0,46,IMP cyclohydrolase [EC:3.5.4.10],['3.5.4.10']
K06863,378,34.0,24.0,57,5-formaminoimidazole-4-carboxamide-1-(Beta)-D-ribofuranosyl 5'-monophosphate synthetase,[]
K03079,878,77.0,95.0,171,Xylose isomerase domain-containing protein [EC:3.1.21.2],['3.1.21.2']
K02822,920,80.0,103.0,182,"PTS system IIB component, L-Asc family",[]
K02291,2589,198.0,320.0,517,Squalene/phytoene synthase,[]
K01631,710,61.0,90.0,150,2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.21],['4.1.2.21']
K18533,96,2.0,0.0,2,Adenylate kinase 9 isoform X1,[]
K00991,2965,242.0,409.0,650,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],['2.7.7.60']
K03475,1044,82.0,92.0,173,PTS system ascorbate-specific transporter subunit IIC,[]
K06210,579,52.0,49.0,100,Nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1],['2.7.7.1']
K00883,846,74.0,110.0,183,2-dehydro-3-deoxygalactonokinase,[]
K06989,704,59.0,83.0,141,L-aspartate dehydrogenase [EC:1.4.1.21],['1.4.1.21']
K07127,1856,142.0,242.0,383,5-hydroxyisourate hydrolase [EC:3.5.2.17],['3.5.2.17']
K01770,2850,231.0,378.0,608,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]",['4.6.1.12']
K00200,342,36.0,35.0,70,Formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5],['1.2.99.5']
K08680,711,66.0,67.0,132,"Putative 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]",['4.2.99.20']
K18240,184,18.0,5.0,22,Pteridine-dependent deoxygenase,[]
K01251,3967,294.0,515.0,808,Adenosylhomocysteinase [EC:3.13.2.1],['3.13.2.1']
K16149,554,48.0,35.0,82,"Glycoside hydrolase, family 57 [EC:2.4.1.18]",['2.4.1.18']
K00203,179,18.0,16.0,33,Molybdopterin dinucleotide-binding protein,[]
K00204,43,4.0,2.0,5,4Fe-4S ferredoxin iron-sulfur binding domain protein,[]
K00205,162,10.0,3.0,12,F(420)H(2) dehydrogenase subunit I,[]
K11260,110,8.0,2.0,9,Acetyl-CoA decarbonylase/synthase complex subunit gamma 1,[]
K01796,1770,146.0,180.0,325,CoA transferase,[]
K00451,1958,143.0,224.0,366,"Homogentisate 1,2-dioxygenase [EC:1.13.11.5]",['1.13.11.5']
K00944,309,27.0,22.0,48,"GTP:AMP phosphotransferase, mitochondrial [EC:2.7.4.10]",['2.7.4.10']
K02552,1197,104.0,154.0,257,isochorismate synthase [EC:5.4.4.2],['5.4.4.2']
K15778,1557,117.0,134.0,250,Phosphoglucosamine mutase [EC:5.4.2.10],['5.4.2.10']
K13942,41,4.0,0.0,4,"5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]",['1.12.98.2']
K00457,2121,170.0,250.0,419,4-hydroxyphenylpyruvate dioxygenase,[]
K14083,882,70.0,102.0,171,Trimethylamine--corrinoid protein Co-methyltransferase,[]
K00202,335,29.0,31.0,59,Formylmethanofuran dehydrogenase subunit C,[]
K00201,387,34.0,39.0,72,Tungsten-containing formylmethanofuran dehydrogenase 2 subunit B [EC:1.2.99.5],['1.2.99.5']
K01955,5346,368.0,711.0,1078,Carbamoyl-phosphate synthase large chain [EC:6.3.5.5],['6.3.5.5']
K00319,96,12.0,6.0,17,F420-dependent methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1],['1.5.98.1']
K11261,337,30.0,29.0,58,Formylmethanofuran dehydrogenase subunit E,[]
K01464,1774,141.0,188.0,328,Phenylhydantoinase,[]
K07964,454,44.0,59.0,102,Uncharacterized protein,[]
K01613,4280,326.0,593.0,918,phosphatidylserine decarboxylase [EC:4.1.1.65],['4.1.1.65']
K03077,1484,130.0,169.0,298,L-ribulose-5-phosphate 4-epimerase,[]
K11541,112,13.0,7.0,19,PyrABCN,[]
K00762,4590,368.0,569.0,936,Putative phosphoribosyltransferase,[]
K00919,3916,292.0,551.0,842,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],['2.7.1.148']
K00108,1111,102.0,101.0,202,Oxygen-dependent choline dehydrogenase [EC:1.1.99.1],['1.1.99.1']
K11540,153,15.0,14.0,28,CAD protein [EC:2.1.3.2],['2.1.3.2']
K01954,22,2.0,0.0,2,"Glutamine-dependent carbamoyl phosphate synthase, putative [EC:6.3.5.5]",['6.3.5.5']
K01468,2216,186.0,286.0,471,Imidazolonepropionase [EC:3.5.2.7],['3.5.2.7']
K00052,4462,334.0,545.0,878,3-isopropylmalate dehydrogenase [EC:1.1.1.85],['1.1.1.85']
K00672,321,30.0,40.0,69,Formylmethanofuran--tetrahydromethanopterin formyltransferase [EC:2.3.1.101],['2.3.1.101']
K01499,361,31.0,36.0,66,Methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27],['3.5.4.27']
K00710,2629,175.0,302.0,476,Polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.-],['2.4.1.-']
K03270,1957,165.0,275.0,439,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC [EC:3.1.3.45],['3.1.3.45']
K01205,421,35.0,53.0,87,N-acetyl-alpha-glucosaminidase,[]
K10532,460,46.0,53.0,98,DUF5009 domain-containing protein,[]
K01712,2298,168.0,290.0,457,Urocanate hydratase [EC:4.2.1.49],['4.2.1.49']
K18472,202,18.0,12.0,29,Acyl-CoA carboxylase subunit beta [EC:6.4.1.3],['6.4.1.3']
K18532,777,71.0,83.0,153,Adenylate kinase isoenzyme 6 homolog [EC:2.7.4.3],['2.7.4.3']
K01703,4820,387.0,655.0,1041,3-isopropylmalate dehydratase large subunit [EC:4.2.1.33],['4.2.1.33']
K00446,282,28.0,47.0,74,Metapyrocatechase [EC:1.13.11.2],['1.13.11.2']
K14727,321,26.0,22.0,47,3-oxoadipate enol-lactonase [EC:3.1.1.24],['3.1.1.24']
K08289,1531,127.0,181.0,307,Formate-dependent phosphoribosylglycinamide formyltransferase [EC:6.3.1.21],['6.3.1.21']
K00608,29,2.0,0.0,2,aspartate carbamoyltransferase [EC:2.1.3.2],['2.1.3.2']
K00667,165,14.0,12.0,25,Fatty acid synthase subunit alpha [EC:2.3.1.86],['2.3.1.86']
K01704,4733,364.0,670.0,1033,3-isopropylmalate dehydratase small subunit [EC:4.2.1.33],['4.2.1.33']
K06016,2233,170.0,250.0,419,Allantoate amidohydrolase,[]
K00668,157,16.0,9.0,24,Fatty acid synthase beta subunit pkiC [EC:2.3.1.86],['2.3.1.86']
K01684,1528,113.0,177.0,289,Galactonate dehydratase,[]
K10216,236,24.0,29.0,52,Putative 2-hydroxymuconic semialdehyde hydrolase,[]
K18364,209,21.0,16.0,36,4-oxalocrotonate decarboxylase [EC:4.2.1.80],['4.2.1.80']
K00320,520,48.0,22.0,69,"5,10-methylenetetrahydromethanopterin reductase",[]
K01856,534,53.0,48.0,100,Mandelate racemase/muconate lactonizing enzyme C-terminal domain-containing protein,[]
K19560,32,3.0,3.0,5,Biotin synthesis protein bioK,[]
K03464,477,50.0,47.0,96,Muconolactone Delta-isomerase [EC:5.3.3.4],['5.3.3.4']
K18365,205,21.0,8.0,28,4-hydroxy-2-oxovalerate aldolase 2 [EC:4.1.3.39],['4.1.3.39']
K06044,1168,102.0,139.0,240,Putative maltooligosyl trehalose synthase,[]
K19561,18,2.0,0.0,2,Alpha/beta hydrolase fold family protein,[]
K16593,22,3.0,1.0,3,Cytochrome P450 for pimelic acid formation for biotin biosynthesis,[]
K00088,5668,451.0,768.0,1218,Inosine-5'-monophosphate dehydrogenase [EC:1.1.1.205],['1.1.1.205']
K01617,377,34.0,29.0,62,4-oxalocrotonate decarboxylase [EC:4.1.1.77],['4.1.1.77']
K18366,218,21.0,41.0,61,Acetaldehyde dehydrogenase [EC:1.2.1.10],['1.2.1.10']
K09789,151,15.0,16.0,30,DUF452 family protein,[]
K18473,147,16.0,4.0,19,Beta-ketoacyl synthase,[]
K01906,136,15.0,4.0,18,6-carboxyhexanoate--CoA ligase [EC:6.2.1.14],['6.2.1.14']
K00558,5107,390.0,816.0,1205,Cytosine-specific methyltransferase [EC:2.1.1.37],['2.1.1.37']
K01565,674,50.0,53.0,102,Sulfatase,[]
K01236,1287,104.0,157.0,260,Malto-oligosyltrehalose trehalohydrolase [EC:3.2.1.141],['3.2.1.141']
K03381,751,63.0,66.0,128,"catechol 1,2-dioxygenase [EC:1.13.11.1]",['1.13.11.1']
K17989,517,50.0,60.0,109,Threonine dehydratase,[]
K15024,386,31.0,51.0,81,Phosphate propanoyltransferase [EC:2.3.1.222],['2.3.1.222']
K17225,379,33.0,52.0,84,"Oxidoreductase, molybdopterin binding",[]
K00665,309,27.0,42.0,68,oleoyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.14],['3.1.2.14']
K00394,228,26.0,11.0,36,Adenylylsulfate reductase subunit alpha,[]
K17222,443,41.0,64.0,104,L-cysteine S-thiosulfotransferase subunit SoxA [EC:2.8.5.2],['2.8.5.2']
K17223,455,41.0,54.0,94,Sulfur oxidation c-type cytochrome SoxX,[]
K03274,1158,96.0,98.0,193,ADP-L-glycero-D-manno-heptose-6-epimerase [EC:5.1.3.20],['5.1.3.20']
K17224,445,39.0,41.0,79,Sulfate thiol esterase SoxB,[]
K22622,375,32.0,52.0,83,"Sulfur oxidation protein SoxCD, diheme cytochrome c subunit",[]
K00789,6081,456.0,821.0,1276,S-adenosylmethionine synthase [EC:2.5.1.6],['2.5.1.6']
K00605,4354,335.0,585.0,919,aminomethyltransferase [EC:2.1.2.10],['2.1.2.10']
K10977,92,7.0,0.0,7,2-isopropylmalate synthase [EC:2.3.3.13],['2.3.3.13']
K10978,95,6.0,0.0,6,"Coenzyme B synthesis from 2-oxoglutarate: steps 5, 9, and 13",[]
K00395,221,19.0,12.0,30,Adenylyl-sulfate reductase subunit beta,[]
K11180,179,14.0,10.0,23,"Sulfite reductase, dissimilatory-type alpha subunit [EC:1.8.99.3]",['1.8.99.3']
K11181,173,18.0,10.0,27,Dissimilatory sulfite reductase beta subunit [EC:1.8.99.1],['1.8.99.1']
K11533,268,25.0,38.0,62,3-oxoacyl-ACP synthase,[]
K18209,112,12.0,11.0,22,L-aspartate oxidase [EC:1.4.3.16],['1.4.3.16']
K07104,1063,78.0,101.0,178,Glyoxalase,[]
K18210,127,13.0,3.0,15,Fe-S oxidoreductase,[]
K17216,203,19.0,19.0,37,Cystathionine beta-synthase for the reverse transsulfuration pathway [EC:2.5.1.47],['2.5.1.47']
K03271,2158,165.0,317.0,481,Phosphoheptose isomerase [EC:5.3.1.28],['5.3.1.28']
K14974,135,12.0,4.0,15,Salicylate 1-monooxygenase,[]
K01213,814,73.0,79.0,151,,[]
K03273,1942,157.0,250.0,406,"D,D-heptose 1,7-bisphosphate phosphatase",[]
K07509,191,11.0,16.0,26,"LOW QUALITY PROTEIN: trifunctional enzyme subunit beta, mitochondrial-like",[]
K07508,216,19.0,17.0,35,"3-ketoacyl-CoA thiolase, mitochondrial",[]
K10780,281,27.0,5.0,31,Enoyl-[acyl-carrier-protein] reductase FabL,[]
K09903,4496,330.0,527.0,856,Uridylate kinase [EC:2.7.4.22],['2.7.4.22']
K01627,2520,192.0,289.0,480,2-dehydro-3-deoxyphosphooctonate aldolase [EC:2.5.1.55],['2.5.1.55']
K09479,189,17.0,19.0,35,Acyl-CoA dehydrogenase very long chain,[]
K01952,2205,171.0,255.0,425,phosphoribosylformylglycinamidine synthase [EC:6.3.5.3],['6.3.5.3']
K23264,2103,167.0,246.0,412,Phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3],['6.3.5.3']
K00226,703,66.0,76.0,141,Dihydroorotate dehydrogenase [EC:1.3.-.-],['1.3.-.-']
K06041,2641,210.0,296.0,505,KpsF/GutQ family sugar-phosphate isomerase,[]
K13767,187,22.0,9.0,30,Enoyl-CoA hydratase/isomerase,[]
K00979,2677,191.0,309.0,499,3-deoxy-manno-octulosonate cytidylyltransferase [EC:2.7.7.38],['2.7.7.38']
K15013,344,29.0,29.0,57,Long-chain-fatty-acid--CoA ligase ACSBG1,[]
K01184,1222,106.0,144.0,249,Polygalacturonase-like,[]
K01745,3264,235.0,385.0,619,Histidine ammonia-lyase [EC:4.3.1.3],['4.3.1.3']
K00874,2964,220.0,425.0,644,Sugar kinase,[]
K10527,195,19.0,27.0,45,Peroxisomal fatty acid beta-oxidation multifunctional AIM1-like protein,[]
K23269,2278,160.0,217.0,376,Phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],['6.3.5.3']
K00610,796,68.0,77.0,144,Aspartate carbamoyltransferase regulatory chain,[]
K13809,110,9.0,8.0,16,dTMP kinase [EC:2.7.4.9],['2.7.4.9']
K23265,2463,205.0,292.0,496,Phosphoribosylformylglycinamidine synthase subunit PurQ [EC:6.3.5.3],['6.3.5.3']
K13421,466,50.0,36.0,85,Uridine 5'-monophosphate synthase [EC:2.4.2.10],['2.4.2.10']
K13800,562,53.0,64.0,116,UMP-CMP kinase [EC:2.7.4.14],['2.7.4.14']
K10807,567,52.0,42.0,93,Ribonucleoside-diphosphate reductase [EC:1.17.4.1],['1.17.4.1']
K17828,1439,119.0,146.0,264,Dihydroorotate dehydrogenase [EC:1.3.-.-],['1.3.-.-']
K07432,411,42.0,42.0,83,UDP-N-acetylglucosamine transferase subunit ALG13 [EC:2.4.1.141],['2.4.1.141']
K01951,6875,515.0,950.0,1464,GMP synthase [glutamine-hydrolyzing] [EC:6.3.5.2],['6.3.5.2']
K10808,749,60.0,93.0,152,Ribonucleoside-diphosphate reductase subunit M2 B,[]
K01001,593,55.0,44.0,98,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15],['2.7.8.15']
K01589,3658,268.0,419.0,686,N5-carboxyaminoimidazole ribonucleotide synthase [EC:6.3.4.18],['6.3.4.18']
K00939,6719,526.0,974.0,1499,Adenylate kinase [EC:2.7.4.3],['2.7.4.3']
K00209,795,65.0,63.0,127,Enoyl-[acyl-carrier-protein] reductase [NADH] [EC:1.3.1.9],['1.3.1.9']
K11175,4073,334.0,661.0,994,Phosphoribosylglycinamide formyltransferase [EC:2.1.2.2],['2.1.2.2']
K00629,242,24.0,28.0,51,"Glycerol-3-phosphate acyltransferase 1, mitochondrial [EC:2.3.1.15]",['2.3.1.15']
K07441,406,28.0,36.0,63,UDP-N-acetylglucosamine transferase subunit ALG14 homolog,[]
K03842,378,36.0,25.0,60,Chitobiosyldiphosphodolichol beta-mannosyltransferase,[]
K11263,1484,134.0,196.0,329,Biotin carboxylase/biotin carboxyl carrier protein [EC:6.3.4.14],['6.3.4.14']
K01574,347,33.0,28.0,60,Acetoacetate decarboxylase [EC:4.1.1.4],['4.1.1.4']
K02371,1116,99.0,117.0,215,Putative enoyl-(Acyl-carrier-protein) reductase II [EC:1.3.1.-],['1.3.1.-']
K01945,4511,342.0,656.0,997,Phosphoribosylamine--glycine ligase [EC:6.3.4.13],['6.3.4.13']
K03843,404,35.0,42.0,76,"Alpha-1,3/1,6-mannosyltransferase ALG2 [EC:2.4.1.132]",['2.4.1.132']
K01825,585,53.0,50.0,102,Multifunctional fatty acid oxidation complex subunit alpha,[]
K03844,432,40.0,52.0,91,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase [EC:2.4.1.131]",['2.4.1.131']
K03845,332,28.0,13.0,40,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase [EC:2.4.1.258]",['2.4.1.258']
K03847,351,30.0,22.0,51,Mannosyltransferase [EC:2.4.1.-],['2.4.1.-']
K03846,361,36.0,27.0,62,Mannosyltransferase [EC:2.4.1.-],['2.4.1.-']
K01465,6870,530.0,943.0,1472,"Dihydroorotase, multifunctional complex type",[]
K01716,1036,85.0,143.0,227,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],['4.2.1.59']
K00630,120,11.0,17.0,27,"Glycerol-3-phosphate acyltransferase, chloroplastic [EC:2.3.1.15]",['2.3.1.15']
K07513,601,56.0,70.0,125,Uncharacterized protein,[]
K00249,7384,492.0,1016.0,1507,Acyl-CoA dehydrogenase domain-containing protein,[]
K01933,4403,323.0,524.0,846,Phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],['6.3.3.1']
K03848,346,35.0,49.0,83,"Alpha-1,3-glucosyltransferase [EC:2.4.1.-]",['2.4.1.-']
K09653,156,18.0,20.0,37,C1GALT1-specific chaperone 1-like protein,[]
K03849,344,27.0,34.0,60,"Alpha-1,3-glucosyltransferase [EC:2.4.1.-]",['2.4.1.-']
K00729,489,41.0,65.0,105,dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117],['2.4.1.117']
K01937,5190,401.0,731.0,1131,CTP synthase [EC:6.3.4.2],['6.3.4.2']
K13507,264,29.0,33.0,61,Phospholipid/glycerol acyltransferase domain-containing protein,[]
K19007,139,12.0,17.0,28,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like,[]
K00764,4838,388.0,671.0,1058,Amidophosphoribosyltransferase [EC:2.4.2.14],['2.4.2.14']
K01588,4236,313.0,542.0,854,N5-carboxyaminoimidazole ribonucleotide mutase [EC:5.4.99.18],['5.4.99.18']
K00739,42,5.0,2.0,6,Hexosyltransferase [EC:2.4.1.-],['2.4.1.-']
K00727,160,17.0,11.0,27,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase isoform X1",[]
K09662,157,15.0,8.0,22,"Glucosaminyl (N-acetyl) transferase 3, mucin type",[]
K09663,133,10.0,9.0,18,Glucosaminyl (N-acetyl) transferase 4,[]
K03850,371,36.0,28.0,63,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase [EC:2.4.1.256]",['2.4.1.256']
K02369,119,14.0,11.0,24,Glycosyl transferase 64 domain-containing protein,[]
K00734,175,17.0,10.0,26,Hexosyltransferase [EC:2.4.1.-],['2.4.1.-']
K00525,6105,453.0,825.0,1277,Vitamin B12-dependent ribonucleotide reductase [EC:1.17.4.1],['1.17.4.1']
K06445,1069,87.0,101.0,187,Acyl-coenzyme A dehydrogenase [EC:1.3.8.7],['1.3.8.7']
K13506,451,44.0,48.0,91,,[]
K22831,88,9.0,18.0,26,Phospholipid/glycerol acyltransferase domain-containing protein,[]
K13519,237,24.0,14.0,37,Lysophospholipid acyltransferase 1,[]
K13517,287,28.0,22.0,49,Lysophospholipid acyltransferase 2,[]
K13513,310,28.0,19.0,46,Lysocardiolipin acyltransferase 1,[]
K00255,1243,103.0,164.0,266,Acyl-CoA dehydrogenase family protein,[]
K14456,52,7.0,5.0,11,Acyltransferase [EC:2.3.1.-],['2.3.1.-']
K13508,452,38.0,57.0,94,Glycerol-3-phosphate acyltransferase 1,[]
K22849,69,2.0,0.0,2,"Diacylglycerol O-acyltransferase 3, cytosolic",[]
K13509,476,42.0,56.0,97,1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],['2.3.1.51']
